Response,Error,original_title,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,totalSeasons
True,,Mobile Suit Gundam: Iron-Blooded Orphans,Mobile Suit Gundam: Iron-Blooded Orphans,2015–2017,TV-14,04 Oct 2015,24 min,"Animation, Action, Drama",N/A,"Yoshiyuki Tomino, Hajime Yatate","Bill Rogers, Adin Rudd, Landon McDonald","300 years after the Calamity War, a ragtag group of freedom fighters and an ancient Mobile Suit rise to the call for justice, once and for all.",Japanese,Japan,3 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BNzkzZGIyYTYtMWFlMy00MjUxLWFiYTktNTY0NTRmOTJmNzFhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"2,493",tt5344382,series,,,,,2
True,,Batman: The Killing Joke,Batman: The Killing Joke,2016,TV-14,25 Jul 2016,76 min,"Animation, Action, Crime",Sam Liu,"Brian Azzarello, Brian Bolland, Bob Kane","Kevin Conroy, Mark Hamill, Tara Strong","As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness.",English,United States,1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMzJiZTJmNGItYTUwNy00ZWE2LWJlMTgtZjJkNzY1OTRiNTZlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}]",N/A,6.4,"63,830",tt4853102,movie,N/A,"$3,775,000",N/A,N/A,
True,,Chef's Table,Chef's Table,2015–2024,TV-MA,26 Apr 2015,50 min,"Documentary, Biography",N/A,N/A,"Massimo Bottura, Niki Nakayama, Dan Barber","Chef's Table goes inside the lives and kitchens of six of the world's most renowned international chefs. Each episode focuses on a single chef and their unique look at their lives, talents and passion from their piece of culinary ...",English,United States,Nominated for 8 Primetime Emmys. 2 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BMjE3MDQ2OTYyN15BMl5BanBnXkFtZTgwNjQ0Nzg0NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,"17,345",tt4295140,series,,,,,7
True,,He Never Died,He Never Died,2015,R,18 Dec 2015,99 min,"Comedy, Drama, Fantasy",Jason Krawczyk,Jason Krawczyk,"Henry Rollins, Booboo Stewart, Kate Greenhouse","Jack, a social outcast, is thrust out of his comfort zone when the outside world bangs on his door and he can't contain his violent past.",English,Canada,3 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ4MzcwMzAwOV5BMl5BanBnXkFtZTgwMzk0MzgyNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.3,"22,923",tt2386404,movie,N/A,N/A,N/A,N/A,
True,,American Ultra,American Ultra,2015,R,21 Aug 2015,96 min,"Action, Comedy",Nima Nourizadeh,Max Landis,"Jesse Eisenberg, Kristen Stewart, Connie Britton",A stoner - who is in fact a government agent - is marked as a liability and targeted for extermination. But he's too well-trained and too high for them to handle.,"English, Mandarin","United States, Switzerland",N/A,https://m.media-amazon.com/images/M/MV5BMTcwMTM1NDU1Ml5BMl5BanBnXkFtZTgwNDk5MTgzNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.1,"98,692",tt3316948,movie,N/A,"$14,440,985",N/A,N/A,
True,,Locked Up,Locked Up,2015–2020,TV-MA,31 May 2019,41S min,"Crime, Drama, Thriller",N/A,"Iván Escobar, Esther Martínez Lobato, Álex Pina","Najwa Nimri, Alba Flores, María Isabel Díaz Lago","Macarena Ferreiro never thought she'd be a criminal. Now incarcerated for committing tax fraud, she's forced to adapt to a dangerous new reality.",Spanish,Spain,8 wins & 28 nominations total,https://m.media-amazon.com/images/M/MV5BMWU2ZWE4NTktMTM4Ni00OTVkLTk3ZDAtMTc2YjY1NmZmYTlkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"29,122",tt4524056,series,,,,,4
True,,Degrassi: Next Class,Degrassi: Next Class,2016–2017,TV-PG,03 Jan 2016,30 min,"Drama, Romance",N/A,"Linda Schuyler, Yan Moore","Na'ku'set Gould, Amanda Arcuri, Sara Waisglass","Degrassi: Next Class follows the lives of the students from Degrassi Community School, a fictional high school in Toronto.",English,Canada,4 wins & 28 nominations,https://m.media-amazon.com/images/M/MV5BODdjMzkxOTItNGZhOC00NTgyLWE1YzEtN2E0YTI0NDgxNzJlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"3,819",tt5320160,series,,,,,6
True,,13th,13th,2016,TV-MA,07 Oct 2016,100 min,"Documentary, Crime, History",Ava DuVernay,"Spencer Averick, Ava DuVernay","Melina Abdullah, Michelle Alexander, Cory Booker",An in-depth look at the prison system in the United States and how it reveals the nation's history of racial inequality.,English,United States,Nominated for 1 Oscar. 32 wins & 47 nominations total,https://m.media-amazon.com/images/M/MV5BMjAwMjU5NTAzOF5BMl5BanBnXkFtZTgwMjQwODQxMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,8.2,"38,474",tt5895028,movie,N/A,N/A,N/A,N/A,
True,,Aquarius,Aquarius,2016,Not Rated,01 Sep 2016,146 min,Drama,Kleber Mendonça Filho,Kleber Mendonça Filho,"Sonia Braga, Maeve Jinkings, Irandhir Santos","Clara, 65, lives her life to the fullest with her family and friends. A construction company wants her Recife oceanfront condo, as they've already bought all the other in the 3 story building. Clara's staying.",Portuguese,"Brazil, France",46 wins & 48 nominations,https://m.media-amazon.com/images/M/MV5BOGE4YWU1MmEtYjA3MS00MTY0LWI1MDMtMzc2NDVkYTNmZGZmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,7.4,"21,005",tt5221584,movie,N/A,"$285,930",N/A,N/A,
True,,Frequency,Frequency,2000,PG-13,28 Apr 2000,118 min,"Crime, Drama, Mystery",Gregory Hoblit,Toby Emmerich,"Dennis Quaid, Jim Caviezel, Shawn Doyle","An accidental cross-time radio link connects father and son across 30 years. The son tries to save his father's life, but then must fix the consequences.",English,United States,2 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNzJmODljY2UtMWFkMy00YzQ5LThiZjUtNDI3NjM5NjU0ZTRjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.4,"120,135",tt0186151,movie,N/A,"$45,010,278",N/A,N/A,
True,,Before I Wake,Before I Wake,2016,PG-13,05 Jan 2018,97 min,"Drama, Fantasy, Horror",Mike Flanagan,"Mike Flanagan, Jeff Howard","Kate Bosworth, Thomas Jane, Jacob Tremblay",A couple adopt an orphaned child whose dreams - and nightmares - manifest physically as he sleeps.,English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMGNlOGFjZDItZTJjNC00MGNlLWFmOTktNDM4NGU0OWJhNTU2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.2,"54,183",tt3174376,movie,N/A,N/A,N/A,N/A,
True,,Blue Jay,Blue Jay,2016,Unrated,11 Oct 2016,80 min,"Drama, Romance",Alex Lehmann,Mark Duplass,"Mark Duplass, Sarah Paulson, Clu Gulager","Meeting by chance when they return to their tiny California hometown, two former high-school sweethearts reflect on their shared past.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMjM2Nzk4ODA2M15BMl5BanBnXkFtZTgwODA5MDExMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.3,"21,995",tt5912454,movie,N/A,"$21,626",N/A,N/A,
True,,Greenleaf,Greenleaf,2016–2020,TV-14,21 Jun 2016,1 min,Drama,N/A,Craig Wright,"Merle Dandridge, Kim Hawthorne, Desiree Ross","The unscrupulous world of the Greenleaf family and their sprawling Memphis megachurch, dark secrets, and lies.",English,United States,5 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BMTYxNzY0NDE1Ml5BMl5BanBnXkFtZTgwNzc0ODcwNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"6,383",tt4971144,series,,,,,5
True,,Advantageous,Advantageous,2015,Not Rated,23 Jun 2015,90 min,"Drama, Family, Sci-Fi",Jennifer Phang,"Jacqueline Kim, Jennifer Phang","Jacqueline Kim, James Urbaniak, Freya Adams","In a near-future city where soaring opulence overshadows economic hardship, Gwen and her daughter Jules do all they can to hold on to their joy together, despite the instability surfacing in their world.","English, French",United States,7 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMjE2OTMzNjQxOV5BMl5BanBnXkFtZTgwMTM5MjE1NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,6.1,"6,042",tt3090670,movie,N/A,N/A,N/A,N/A,
True,,Into the Inferno,Into the Inferno,2016,TV-PG,28 Oct 2016,104 min,Documentary,Werner Herzog,Werner Herzog,"Werner Herzog, Katia Krafft, Maurice Krafft",An exploration of active volcanoes around the world.,English,"United Kingdom, Germany, Canada",5 nominations total,https://m.media-amazon.com/images/M/MV5BMTAyNzYyNjg1NzJeQTJeQWpwZ15BbWU4MDY4NzE1MzAy._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.2,"10,535",tt4846318,movie,N/A,N/A,N/A,N/A,
True,,Gilmore Girls: A Year in the Life,Gilmore Girls: A Year in the Life,2016,TV-14,25 Nov 2016,2 min,"Comedy, Drama",N/A,Amy Sherman-Palladino,"Lauren Graham, Alexis Bledel, Scott Patterson","Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change.",English,United States,6 nominations total,https://m.media-amazon.com/images/M/MV5BODM1OTk4MDY2M15BMl5BanBnXkFtZTgwOTEwNzczMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"47,493",tt5435008,series,,,,,1
True,,Collateral Beauty,Collateral Beauty,2016,PG-13,16 Dec 2016,97 min,"Drama, Romance",David Frankel,Allan Loeb,"Will Smith, Edward Norton, Kate Winslet","Retreating from life after a tragedy, a man questions the universe by writing to Love, Time, and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and ...",English,United States,1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ5ODE4MTY2NV5BMl5BanBnXkFtZTgwMzM2NzEzMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",23,6.8,"107,736",tt4682786,movie,N/A,"$31,016,021",N/A,N/A,
True,,Last Chance U,Last Chance U,2016–2020,TV-MA,29 Jul 2016,2 min,"Documentary, Sport",N/A,N/A,"Ron Ollie, Brittany Wagner, Garrett Kruczek","Intense look inside the world of junior college football, chronicling the stories of players and coaches in the classroom and on the field.",English,United States,3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BODFhMWQwMDItZmM2Yy00YTVmLTk2YjEtYTFlNjg5YmRhZGE1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"7,641",tt5863126,series,,,,,5
True,,Beasts of No Nation,Beasts of No Nation,2015,TV-MA,16 Oct 2015,137 min,"Drama, War",Cary Joji Fukunaga,"Cary Joji Fukunaga, Uzodinma Iweala","Abraham Attah, Emmanuel Affadzi, Ricky Adelayitar","A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.","English, Akan",United States,Nominated for 1 BAFTA Award31 wins & 59 nominations total,https://m.media-amazon.com/images/M/MV5BMTYwMzMzMDI0NF5BMl5BanBnXkFtZTgwNDQ3NjI3NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.7,"89,122",tt1365050,movie,N/A,"$90,777",N/A,N/A,
True,,ARQ,ARQ,2016,TV-MA,16 Sep 2016,88 min,"Action, Sci-Fi, Thriller",Tony Elliott,Tony Elliott,"Robbie Amell, Rachael Taylor, Shaun Benson","Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity.",English,"Canada, United States",1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMjAxODQ2MzkyMV5BMl5BanBnXkFtZTgwNjU3MTE5OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}]",N/A,6.3,"43,343",tt5640450,movie,N/A,N/A,N/A,N/A,
True,,The Forest,The Forest,2016,PG-13,08 Jan 2016,93 min,"Horror, Mystery, Thriller",Jason Zada,"Ben Ketai, Sarah Cornwell, Nick Antosca","Natalie Dormer, Eoin Macken, Stephanie Vogt",A young woman's desperate search for her twin sister brings her to a ghost-filled stretch of wilderness known as the 'Suicide Forest.',"English, Japanese",United States,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMjAwMzQzNTc5OV5BMl5BanBnXkFtZTgwNDgyMTU2NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,4.8,"46,521",tt3387542,movie,N/A,"$26,594,261",N/A,N/A,
True,,Roman Empire,Roman Empire,2016–2019,TV-MA,11 Nov 2016,17S min,"Documentary, Biography, Drama",N/A,N/A,"Aaron Irvin, Corey Brennan, Jerry Toner",Chronicles some of the most famous leaders of the Roman Civilization.,English,"Canada, United States",3 wins total,https://m.media-amazon.com/images/M/MV5BZDQwYzYyODEtMGNhMS00YmI2LWJmZTktYWE1YjI4MDExNDAzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,"9,943",tt6233538,series,,,,,3
True,,Reply 1988,Reply 1988,2015–2016,N/A,05 Nov 2015,25S min,"Comedy, Drama, Family",N/A,N/A,"Lee Hyeri, Park Bo-gum, Ryu Jun-yeol","Five childhood friends, who all live in the same Ssangmundong neighborhood of Seoul in 1988, lean on each other to survive their challenging teen years and set a path for their futures.",Korean,South Korea,8 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BNDkzOTk1MGItYTYwYS00NGY4LTlkMzctMDNlYjdkYWNmZGI5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.0/10'}]",N/A,9.0,"16,586",tt5182866,series,,,,,1
True,,"What Happened, Miss Simone?","What Happened, Miss Simone?",2015,Not Rated,24 Jun 2015,101 min,"Documentary, Biography, Music",Liz Garbus,N/A,"Nina Simone, Lisa Simone Kelly, Roger Nupie","A documentary about the life and legend Nina Simone, an American singer, pianist, and civil rights activist labeled the ""High Priestess of Soul.""","English, French",United States,Nominated for 1 Oscar. 7 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BZGNmNTdiM2YtMDkyZC00OGFhLTgwNTktMDczODFjM2Y0MDVjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.6,"14,993",tt4284010,movie,N/A,N/A,N/A,N/A,
True,,Rebellion,Rebellion,2016–2019,TV-MA,24 Apr 2016,258 min,"Drama, History, War",N/A,Colin Teevan,"Michael Ford-FitzGerald, Jordanne Jones, Brian Gleeson",Rebellion is a five part serial drama about the birth of modern Ireland. The story is told from the perspectives of a group of fictional characters who live through the political events of the 1916 Easter Rising.,"English, Irish Gaelic",Ireland,1 win & 7 nominations total,https://m.media-amazon.com/images/M/MV5BOGNkNDc3MmItZTlkZS00ZjE0LWJmZTgtMGM2OWRhOTJjZDNiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"4,857",tt4699982,series,,,,,2
True,,The Get Down,The Get Down,2016–2017,TV-MA,12 Aug 2016,2 min,"Drama, Music, Musical",N/A,"Stephen Adly Guirgis, Baz Luhrmann","Justice Smith, Shameik Moore, Herizen F. Guardiola",A ragtag group of teenagers run wild in the streets of the Bronx in the late 1970s.,English,United States,5 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMjE5Mzg0NzU3OF5BMl5BanBnXkFtZTgwNDg1ODg2MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"23,959",tt4592410,series,,,,,1
True,,The Bye Bye Man,The Bye Bye Man,2017,PG-13,13 Jan 2017,96 min,"Drama, Fantasy, Horror",Stacy Title,"Jonathan Penner, Robert Damon Schneck","Douglas Smith, Lucien Laviscount, Cressida Bonas",Three friends stumble upon the horrific origins of a mysterious figure they discover is the root cause of the evil behind unspeakable acts.,English,"United States, China",N/A,https://m.media-amazon.com/images/M/MV5BMTcxOTE5NzQwNF5BMl5BanBnXkFtZTgwOTMzMTc1ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,4.3,"26,866",tt4030600,movie,N/A,"$22,395,806",N/A,N/A,
True,,Trollhunters: Tales of Arcadia,Trollhunters: Tales of Arcadia,2016–2018,TV-Y7,23 Dec 2016,23 min,"Animation, Action, Adventure",N/A,Guillermo del Toro,"Charlie Saxton, Lexi Medrano, Anton Yelchin","An ordinary boy finds a magic amulet that chooses him to be a Trollhunter, a guardian that defends the world of humans and the secret world of trolls.",English,"United States, Mexico, Canada, China, Spain, Taiwan",18 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BZTU1YTQwNDctOTlhZC00NDg3LTg2ZWYtZjgzNWZjOTUzM2VjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"20,861",tt1734135,series,,,,,3
True,,Ip Man 3,Ip Man 3,2015,PG-13,24 Dec 2015,105 min,"Action, Biography, Crime",Wilson Yip,"Tai-Lee Chan, Lai-Yin Leung, Edmond Wong","Donnie Yen, Lynn Xiong, Jin Zhang","When a band of brutal gangsters led by a crooked property developer make a play to take over a local school, Master Ip is forced to take a stand.","Cantonese, English","China, Hong Kong",5 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BMmZhOWNlMDEtN2M1OC00Yzk5LThhOTAtZDA5NTNjNjQyZDM0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.0,"63,024",tt2888046,movie,N/A,"$2,679,437",N/A,N/A,
True,,Voltron: Legendary Defender,Voltron: Legendary Defender,2016–2018,TV-Y7-FV,10 Jun 2016,23 min,"Animation, Action, Adventure",N/A,N/A,"Jeremy Shada, Bex Taylor-Klaus, Tyler Labine",Five teenagers become the last line of defense for the galaxy in an intergalactic battle against the evil alien force led by King Zarkon.,"English, Italian",United States,9 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMjA2MzMzNTg5NV5BMl5BanBnXkFtZTgwMzAzOTc4ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,"10,456",tt5580664,series,,,,,8
True,,The Letdown,The Letdown,2017–2019,N/A,21 Apr 2018,31S min,Comedy,N/A,"Alison Bell, Sarah Scheller","Alison Bell, Duncan Fellows, Leon Ford","Audrey is determined not to be defined by motherhood. In theory, this seems fairly easy. In practice, her career-focused husband, self-obsessed mother, and fancy-free best friend make it damn-near impossible.",English,Australia,3 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BZjljODIzMGQtMDA4ZS00OGNjLTliZjgtNmQ0YWI2Y2JmODNlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"4,179",tt7320300,series,,,,,2
